Year,Institution number,Institution Name,Institution type,Region,Member year,Canadian dollar exchange rate,Rank in ARL investment index,ARL investment index value,Rank in ARL membership index,ARL membership index value,Volumes held,"Volumes added, gross","Volumes added, net",Volumes withdrawn,Monographs purchased,Current serials purchased,Current serials not purchased,Total current serials,Microforms,Government documents,Manuscripts and archives,Cartographic materials,Graphic materials,Sound recordings,Video and film,Computer files,Total interlibrary lending,Total interlibrary borrowing,Group presentations,Presentation participants,Reference queries,Initial circulation,Total circulation,Reserve circulation,Annual gate count,Professional staff,Support staff,Student assistants,Total prof. + support staff,Total prof. + support + student staff,Expenditures for monographs,Expenditures for serials,Expenditures for other materials,Misc. materials expenditures,Total materials expenditures,Expenditures for binding,Professional salaries & wages,Support staff salaries & wages,Student assistant wages,Total salaries & wages,Other operating expenditures,Total library expenditures,Total fulltime students,"Part-time students, undergraduate and graduate",Total fulltime graduate students,Part-time graduate students,Doctor's degrees awarded,Doctor's degree fields,Total teaching faculty,Expenditures for computer files,Expenditures for electronic serials,Total electronic resources expenditures,"Library expenditures for bibliographic utilities, networks, etc.","External expenditures for bibliographic utilities, networks, etc.",Expenditures for computer hardware and software,Expenditures for document delivery and interlibrary loans,Staffed service points,Library service hours,Titles held,Total university expenditures,Electronic books,One-time resource purchases,Ongoing resource purchases,Collection support,"Fringe benefits, dollar amount","Fringe benefits, official designated percent",Number of successful full-text article requests (journals),Number of regular searches (databases),Number of federated searches (databases)
2018,9950,NEW YORK PUBLIC,Nonacademic,Middle Atlantic,1932,1,.,.,.,.,11183761,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10831,17038,2237,107183,.,.,.,.,4146169,192,153,62,345,407,.,.,.,.,17686000,.,.,.,.,56023000,37349000,111058000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8508379,.,431712,13405000,3767000,514000,23812000,.,1214813,3132185,.
2018,9980,SMITHSONIAN,Nonacademic,South Atlantic,1971,1,.,.,.,.,2149136,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2259,5299,941,51151,22233,25230,.,.,5374,77,46,5,123,128,.,.,.,.,2797557,.,7064030,2222086,3535,9289651,533143,12620351,.,.,.,.,.,.,.,.,.,.,.,47651,.,.,.,.,921077,.,86,299210,1550277,948070,2939979,30,134765,174544,6758
2019,0,MEDIAN,.,.,.,.,.,.,.,.,5018041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22719,19101,950.5,17827,21527.5,96035.5,.,.,1756508,90,82,36,170.5,210,.,.,.,.,12781194,.,6568579,3250296.14,693534,10318451,2699657,26178895,26372,4446,5917,2063,680,65,1611,.,.,.,.,434143,.,.,.,.,4059350.5,.,1468518.5,1683725,9809098.86,440975,3301440,33,3071531,3590278,258529
2019,100,ALABAMA,State,East South Central,1967,1,75,-0.521379984,.,.,5096920,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17011,10386,1158,22267,12425,58245,.,.,1347330,71,53,33,124,157,.,.,.,.,11620002,.,5349083,1717359,501647,7568089,2573757,21761848,33038,5354,3006,1910,282,57,1431,.,.,.,.,37786,.,.,.,.,4504196,.,1826865,1085716,9871713,662573,2351243,32,2212486,6465395,72859744
2019,200,ALBERTA,Canadian,Canada,1969,1.3237,30,0.269180512,.,.,8191408,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36798,10567,478,13159,155031,203076,.,.,3049382,90,118,31,208,239,.,.,.,.,19548958.98,.,5699986.4,5310880.86,1064438.32,12075305.58,4613129.86,36237394.42,35177,3872,6508,1463,452,.,1618,.,.,.,.,.,.,.,.,.,5492850,.,1929162,4400959.43,14259907.08,888092.47,2925823.83,.,.,.,.
2019,300,ARIZONA,State,Mountain,1967,1,39,0.099046166,.,.,5537074,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31868,19101,495,9520,7238,50178,.,.,2398715,77,122,30,199,229,.,.,.,.,16429369,.,6681430,5355129,685079,12721638,4222988,33373995,44696,7884,10543,2758,1085,119,2103,.,.,.,.,1464919,.,.,.,.,5194341,.,2105734,1516309,14314217,598843,3315965,34.7,9545918,5743451,59415193
2019,400,ARIZONA STATE,State,Mountain,1973,1,54,-0.211452263,.,.,5027750,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21989,30296,526,12817,19973,58800,.,.,3311747,72,149,.,221,221,.,.,.,.,11998678,.,5615800,6242676,856440,12714916,3770190,28483784,78693,32715,12498,8893,990,90,3335,.,.,.,.,.,.,.,.,.,5144774,.,1131528,1418424,10353623,226631,4304659,36,5102807,15125746,44935663
2019,440,AUBURN,State,East South Central,1992,1,106,-0.893339552,.,.,4714997,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26163,7911,582,8158,19240,43647,.,.,1716943,49,22,32,71,103,.,.,.,.,8483911,.,3517762,830761,518055,4866578,1852714,15203203,25806,4634,3346,2466,521,69,1375,.,.,.,.,25875,.,.,.,.,3750733,.,1107767,736112,7718622,29177,1443521,32.5,1855422,2019939,0
2019,500,BOSTON,Private,New England,1962,1,59,-0.298795005,.,.,6840856,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15758,13143,1175,25244,28104,50431,.,.,2160198,88,82,80,170,250,.,.,.,.,12252547,.,7136266,3985577,765692,11887535,1838356,25978438,28287,6370,10891,5251,1118,140,2897,.,.,.,.,1208787,.,.,.,.,5924854,.,4385607,563427,11400810,288310,2739855,26.6,7300791,30802918,3038471
2019,550,BOSTON COLLEGE,Private,New England,2000,1,55,-0.252773997,.,.,4021174,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40804,41565,917,10120,16212,153126,.,.,1952031,90,61,41,151,192,.,.,.,.,14060482,.,7186438,2812083,840304,10838825,1378005,26277312,13165,1555,3469,1324,387,31,860,.,.,.,.,147539,.,.,.,.,3144288,.,1013709,2805156,10930096,325230,3771965,37.5,1474961,3831045,.
2019,600,BRIGHAM YOUNG,Private,Mountain,1974,1,32,0.206095912,.,.,6002772,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25275,23805,3449,77528,83691,389596,.,.,184940,110,59,226,169,395,.,.,.,.,16425697,.,9036687,2806710,3324647,15168044,3492129,35085870,28253,3188,1909,1149,93,26,1272,.,.,.,.,415147,.,.,.,.,5342612,.,1607384,2129027,14070773,225897,6525592,53.2,3085272,9993295,5561942
2019,700,BRITISH COLUMBIA,Canadian,Canada,1967,1.3237,40,0.030834105,.,.,7554658,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17351,7898,1255,33884,56905,238413,.,.,3075284,143,133,45,276,321,.,.,.,.,14089587.52,.,9458180.86,4481963.44,939480.24,14879624.54,2991019.87,31960231.93,47272,17183,9590,1362,556,107,4256,.,.,.,.,.,.,.,.,.,6768810,.,2796361,2760248.55,11146891.29,182447.68,2823152.53,18,7398445,.,.
2019,800,BROWN,Private,New England,1932,1,56,-0.279461776,.,.,7033305,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34094,39484,406,6713,4413,98823,.,.,1108630,72,73,20,145,165,.,.,.,.,13230606,.,6071858,4286769,437962,10796589,2308103,26335298,9633,283,2912,257,225,46,851,.,.,.,.,.,.,.,.,.,5195135,.,2144185,3373041,8873466,984099,3031588,30.7,.,1045717,1091905
2019,860,CALGARY,Canadian,Canada,2009,1.3237,79,-0.539805059,.,.,5065253,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9455,15271,650,17294,29284,112699,.,.,2077535,59,108,9,167,176,.,.,.,.,10127006.12,.,4710556.77,5438018.43,233760.67,10382335.88,1619799.8,22129141.8,33955,7907,6306,1601,507,48,1812,.,.,.,.,274491.2,.,.,.,.,4006034,.,1216239,2243487.95,7388093.22,495424.95,2362709.83,20.5,4285913,4848428,1226428
2019,900,"CALIFORNIA, BERKELEY",State,Pacific,1932,1,8,1.540514421,.,.,12939307,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23081,10084,1351,26217,27529,343777,.,.,4928628,258,114,132,372,504,.,.,.,.,21588999,.,22406146,6358463,3452589,32217198,5235388,59041585,39393,3108,9823,1825,877,90,1621,.,.,.,.,1196488,.,.,.,.,9908148,.,1720328,8104999,12979596,504404,11386834,38,6818628,35959995,.
2019,1000,"CALIFORNIA, DAVIS",State,Pacific,1969,1,77,-0.533285154,.,.,5715576,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,19990,11976,634,15981,22513,71591,.,.,1618059,76,58,29,134,163,.,.,.,.,8860434,.,6934032,3097610,694059,10725701,2540875,22127010,36612,1423,6554,671,793,72,1562,.,.,.,.,1103406,.,.,.,.,4156107,.,1303991,1846749,6948184,65501,4939934,51,.,.,.
2019,1050,"CALIFORNIA, IRVINE",State,Pacific,1981,1,74,-0.514023243,.,.,4079195,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10123,13803,1007,26166,13335,57798,.,.,1644487,69,106,28,175,203,.,.,.,.,9093617,.,6041331,5229084,644992,11915407,1718948,22727972,35100,932,5850,446,670,64,1364,.,.,.,.,1080320,.,.,.,.,3737401,.,1642571,1597935,7200165,295517,5208997,.,.,.,.
2019,1100,"CALIFORNIA, LOS ANGELES",State,Pacific,1937,1,11,1.410661689,.,.,13729692,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25268,26119,1880,27556,26962,527638,.,.,5071144,174,201,101,375,476,.,.,.,.,18479203,.,16318443,11133580,3252044,30704067,9966409,59149679,44237,1608,13301,1040,721,83,2266,.,.,.,.,1304043,.,.,.,.,17180765,.,2661477,6667225,10104335,1707643,11237932,.,15768322,27635448,.
2019,1200,"CALIFORNIA, RIVERSIDE",State,Pacific,1979,1,112,-1.063293417,.,.,4365790,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10058,12848,468,13039,6196,41226,.,.,1542379,42,53,22,95,117,.,.,.,.,4166138,.,3828004,2639556,554798,7022358,1828272,13016768,23922,625,3087,254,354,42,969,.,.,.,.,687610,.,.,.,.,3397262,.,1143167,468867,3394327,302944,2964262,50,1664,1309086,0
2019,1300,"CALIFORNIA, SAN DIEGO",State,Pacific,1973,1,48,-0.116717565,.,.,5288731,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,19136,14225,833,27212,19972,148136,.,.,2648564,130,113,47,243,290,.,.,.,.,8024258,.,10787202,5818399,1222846,17828447,4819402,30672107,36590,1297,7099,503,528,38,1296,.,.,.,.,1123791,.,.,.,.,3536260,.,1556783,1396087,6628171,.,7000453,52,6428592,2208438,.
2019,1400,"CALIFORNIA, SANTA BARBARA",State,Pacific,1973,1,91,-0.688989846,.,.,3019866,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9379,19024,556,14312,15860,138833,.,.,2766591,43,94,41,137,178,.,.,.,.,6044229,.,4360242,5001407,947395,10309044,4155433,20508706,24641,416,2865,6,321,47,1095,.,.,.,.,.,.,.,.,.,3140046,.,928871,1590249,4400761,53219,4455812,53,0,0,0
2019,1500,CASE WESTERN RESERVE,Private,East North Central,1969,1,108,-0.899676794,.,.,4045078,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17681,13619,631,12906,7087,56699,.,.,543060,56,32,31,88,119,.,.,.,.,7845073,.,3943146,1131373,630951,5705470,1639743,15190286,10663,1228,5567,1062,667,60,743,.,.,.,.,280905,.,.,.,.,3567039,.,1475961,1039720,6506361,298992,1617157,33,2526464,948899,.
2019,1600,CHICAGO,Private,East North Central,1932,1,38,0.110766533,.,.,12314616,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,49925,43245,519,8620,12091,158994,.,.,1350088,66,127,21,193,214,.,.,.,.,18642986,.,5376708,5962759,683861,12023328,2473211,33139525,15014,2045,8374,2026,697,78,2271,.,.,.,.,250000,.,.,.,.,7993456,.,2153933,4592418,13545411,505157,2877771,25.4,6636505,4684301,75906545
2019,1700,CINCINNATI,State,East North Central,1932,1,68,-0.422765203,.,.,4620478,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22532,16866,970,19159,20028,82682,.,.,1819347,98,33,33,131,164,.,.,.,.,11937789,.,7258843,1346775,809430,9415048,1934542,23287379,33595,12354,5666,5464,779,78,2452,.,.,.,.,963553,.,.,.,.,3875943,.,1868581,1258688,10402304,276797,3131291,35.3,3319952,6240796,227651
2019,1800,COLORADO,State,Mountain,1964,1,53,-0.180679697,.,.,8876882,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,74631,19373,1030,21163,41792,161140,.,.,2474326,118,58,47,176,223,.,.,.,.,14414031,.,6805868,2771381,1135442,10712691,2738455,27865177,30730,5951,2696,3826,555,64,1611,.,.,.,.,147792,.,.,.,.,6824560,.,1135728,3188374,10289262,936395,3238631,36,3325179,13089285,440273
2019,1900,COLORADO STATE,State,Mountain,1975,1,104,-0.849479464,.,.,2070046,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,61478,19270,565,16267,40992,41245,.,.,1324954,62,80,39,142,181,.,.,.,.,9179350,.,3532472,1510442,444179,5487093,1239696,15906139,25601,7877,3074,4442,405,52,1600,.,.,.,.,.,.,.,.,.,2765397,.,1249368,1090091,7556013,533246,1606871,28,2963755,2195779,405037
2019,2000,COLUMBIA,Private,Middle Atlantic,1932,1,3,2.430192008,.,.,14520239,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,43004,61282,1546,16904,84440,258163,.,.,4303433,295,170,76,465,541,.,.,.,.,34233281,.,24688823,7173244,1882583,33744650,5321868,73299799,31790,10924,21186,9210,1454,238,2466,.,.,.,.,.,.,.,.,.,10380782,.,2797544,9414137,20494852,4324292,10121985,30.5,.,.,.
2019,2100,CONNECTICUT,State,New England,1962,1,67,-0.408233012,.,.,3711998,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24935,27721,728,11757,8918,66371,.,.,1644438,64,47,42,111,153,.,.,.,.,13309749,.,5660804,3063609,583033,9307446,919239,23536434,28824,3947,6074,2719,937,92,1804,.,.,.,.,926620,.,.,.,.,3144169,.,1074676,2743894,9611438,954417,5553073,66.9,5364823,1182868,1031332
2019,2200,CORNELL,Private,Middle Atlantic,1932,1,13,1.149955163,.,.,10005726,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,47510,45837,1657,28309,46177,180894,.,.,2953997,194,173,51,367,418,.,.,.,.,20005268,.,16276082,8490428,982242,25748752,6954839,52708859,23499,101,8324,94,822,103,1821,.,.,.,.,.,.,.,.,.,8259930,.,1698149,.,.,.,6970122,34.9,6831159,.,.
2019,2300,DARTMOUTH,Private,New England,1932,1,71,-0.441170504,.,.,3212827,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,45376,27809,883,11396,11267,173177,.,.,1394881,69,94,27,163,190,.,.,.,.,12027224,.,5011039,3468918,526440,9006397,2464292,23497913,6494,112,2093,54,200,21,751,.,.,.,.,.,.,.,.,.,3174377,.,1055503,1644503,10029906,352815,3034188,36,1048988,3593484,137578
2019,2350,DELAWARE,State,South Atlantic,1983,1,70,-0.436609704,.,.,3682339,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38472,14571,690,14934,37326,83792,.,.,862300,78,54,17,132,149,.,.,.,.,12589659,.,5731612,2192328,341109,8265049,2310760,23165468,21677,1547,3343,821,313,55,1306,.,.,.,.,.,.,.,.,.,2975607,.,706732,2697685,9261782,630192,4205268,45.1,1981669,1604400,37746
2019,2400,DUKE,Private,South Atlantic,1932,1,16,1.053236195,.,.,8350158,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32278,41955,1483,23990,39443,275626,.,.,.,225,89,27,314,341,.,.,.,.,24442805,.,15296967,3898610,532098,19727675,4892719,49063199,15700,906,9041,883,896,62,1317,.,.,.,.,800,.,.,.,.,7106275,.,2232048,7770707,15759929,912169,4847583,25.8,.,.,.
2019,2500,EMORY,Private,South Atlantic,1975,1,17,1.041993799,.,.,5280420,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21486,9693,1336,28254,21061,164964,.,.,1691737,225,64,116,289,405,.,.,.,.,21949138,.,17253024,2768157,831270,20852451,6427187,49228776,13892,1559,5917,1455,792,41,2078,.,.,.,.,628108,.,.,.,.,4571746,.,1619041,6009775,15902495,36868,5348631,27.25,2504555,7657654,.
2019,2600,FLORIDA,State,South Atlantic,1956,1,36,0.161053326,.,.,6228559,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6546,17310,1456,25134,27964,91947,.,.,4606729,124,159,46,283,329,.,.,.,.,14698027,.,7673848,5777630,396061,13847539,6616224,35161790,44135,8083,11926,4801,772,150,2734,.,.,.,.,545996,.,.,.,.,5572833,.,1496176,1303270,13144296,250461,4472709,26.8,5759746,1701734,.
2019,2700,FLORIDA STATE,State,South Atlantic,1962,1,89,-0.674724997,.,.,4626318,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14593,17208,967,20117,20249,69892,.,.,1759772,106,72,71,178,249,.,.,.,.,8571725,.,6687005,2017079,774327,9478411,1092012,19142148,34735,6270,5695,2838,730,67,1916,.,.,.,.,584083,.,.,.,.,4288922,.,2255813,1297348,7009280,265097,3178413,30,2700240,7725253,373459209
2019,2750,GEORGE WASHINGTON,Private,South Atlantic,1998,1,37,0.160613781,.,.,3500676,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,16136,27151,1825,27803,15698,48207,.,.,1678368,147,74,33,221,254,.,.,.,.,12899314,.,11919862,3611052,842898,16373812,5349122,34622248,19098,8268,7755,7071,1074,56,1143,.,.,.,.,.,.,.,.,.,2995501,.,1461076,1811545,9199972,1887797,4102412,25.6,3487554,1240938,668698
2019,2800,GEORGETOWN,Private,South Atlantic,1962,1,49,-0.124615049,.,.,5727455,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34985,36007,3620,30496,52850,143311,.,.,1615006,105,87,40,192,232,.,.,.,.,13442628,.,7953008,4325780,734869,13013657,2716051,29172336,14741,4463,7751,3994,960,29,1117,.,.,.,.,3506,.,.,.,.,5526951,.,2808631,2762291,10496864,183473,4405832,37,3427380,1828697,209415
2019,2900,GEORGIA,State,South Atlantic,1967,1,46,-0.080561784,.,.,5406278,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,28035,9162,2505,48933,27191,126224,.,.,3568468,113,144,37,257,294,.,.,.,.,14549248,.,6568579,4419574,794443,11782596,3794444,30126288,34930,3722,6983,2058,917,27,2156,.,.,.,.,.,.,.,.,.,4620279,.,794659,2066176,11688946,794126,4319209,.,4091260,8903998,1402827
2019,2950,GEORGIA TECH,State,South Atlantic,1983,1,102,-0.806016255,.,.,2870298,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6543,7124,284,6551,3081,25163,.,.,.,42,.,.,42,42,.,.,.,.,9537525,.,3660719,2129522,0,5790241,1373166,16700932,14318,1731,6546,10128,530,40,1025,.,.,.,.,.,.,.,.,.,2426054,.,1969579,219415,9318110,.,1848144,31.9,2419700,2461549,0
2019,3000,GUELPH,Canadian,Canada,1979,1.3237,110,-0.948345573,.,.,2134901,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15464,11869,2272,42612,27968,38260,.,.,1514854,65,52,13,117,130,.,.,.,.,6740559.79,.,4389590.54,1868325.9,243301.35,6501217.8,1165137.87,14406915.46,21478,2217,2483,219,135,.,786,.,.,.,.,.,.,.,.,.,1911640,.,738208,1590329.38,4491100.7,659129.71,1727222.18,26.6,3767477,.,.
2019,3100,HARVARD,Private,New England,1932,1,1,5.013296606,.,.,19287196,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37523,102666,2233,36657,91162,399670,.,.,.,500,298,.,798,798,.,.,.,.,51161844,.,38600855,15511346,3202149,57314350,11948229,120424423,21009,10576,13833,7830,1572,76,2126,.,.,.,.,2360353,.,.,.,.,18340979,.,2312321,17334423,21999310,11828111,20471475,31,10022672,13442839,129207
2019,3200,HAWAII,State,Pacific,1976,1,85,-0.624959786,.,.,3780152,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4531,23142,702,10270,11060,56978,.,.,1075993,81,56,32,137,169,.,.,.,.,8996764,.,6452410,2529931,839141,9821482,1339805,20158051,14017,4446,3278,2217,564,65,1875,.,.,.,.,.,.,.,.,.,3226091,.,489358,724973,7894336,377455,5520976,62.49,1424687,2183278,859
2019,3300,HOUSTON,State,West South Central,1975,1,61,-0.317896455,.,.,6072805,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29999,21664,655,37256,40133,65104,.,.,2027654,94,41,37,135,172,.,.,.,.,13229489,.,8430371,530942,761481,9722794,1830208,24782491,33608,12716,5579,2397,796,49,1562,.,.,.,.,.,.,.,.,.,2883120,.,684641,579748,11443072,1206669,2356802,30,2556793,6376646,877500
2019,3400,HOWARD,Private,South Atlantic,1971,1,116,-1.396662162,.,.,1570649,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2741,736,317,7180,4783,4211,.,.,181993,31,28,11,59,70,.,.,.,.,2887774,.,2160030,1213375,224695,3598100,51529,6537403,10695,684,4125,420,91,31,997,.,.,.,.,.,.,.,.,.,1512878,.,420882,84156,1888416,915202,951526,25,409872,340822,713125
2019,3490,"ILLINOIS, CHICAGO",State,East North Central,1988,1,95,-0.710018598,.,.,2252819,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36579,28197,951,18988,17652,113132,.,.,2527302,59,74,25,133,158,.,.,.,.,8553208,.,4386965,3155834,543154,8085953,2392988,19032149,27117,4553,7863,3037,325,66,2817,.,.,.,.,.,.,.,.,.,2762050,.,850000,537428,8014740,1040,2201237,35.21,4228457,2533986,159
2019,3500,"ILLINOIS, URBANA",State,East North Central,1932,1,12,1.264473899,.,.,15251081,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,56091,35014,1709,29626,59611,322962,.,.,4723863,175,148,71,323,394,.,.,.,.,20857211,.,13376937,7396280,1821818,22595035,12336048,55788294,43313,6389,10556,5231,1070,93,2292,.,.,.,.,.,.,.,.,.,9483195,.,1588154,5219848,14756739,880624,8237101,41.98,7169009,21665801,.
2019,3600,INDIANA,State,East North Central,1932,1,24,0.576990524,.,.,10921376,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36489,19031,1936,24385,24852,227913,.,.,3005031,196,119,105,315,420,.,.,.,.,19074398,.,11903214,3888719,2095792,17887725,4548783,41510906,38505,5205,6293,3988,729,91,2078,.,.,.,.,229540,.,.,.,.,8679755,.,2300671,5997564,12123748,953086,6151458,38.09,2869709,.,.
2019,3700,IOWA,State,West North Central,1932,1,28,0.308147717,.,.,7934084,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35631,20887,1090,21262,47115,124473,.,.,2264702,130,71,36,201,237,.,.,.,.,19634260,.,8603635,3936072,699221,13238928,3353129,36226317,26432,5224,4742,2925,311,73,1467,.,.,.,.,.,.,.,.,.,5368691,.,2095134,2377806,16341555,914899,5321576,38,0,0,0
2019,3800,IOWA STATE,State,West North Central,1932,1,88,-0.64964537,.,.,3200036,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31343,8305,577,15634,6041,40188,.,.,1916666,71,53,27,124,151,.,.,.,.,10125253,.,4401919,2492801,549801,7444521,2187190,19756964,30617,3778,2688,2086,389,81,1527,.,.,.,.,.,.,.,.,.,4102172,.,888745,1406159,8591655,127439,2507271,.,331359,90570,1220622
2019,3900,JOHNS HOPKINS,Private,South Atlantic,1932,1,21,0.839944519,.,.,5544483,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,59157,43126,903,22574,17714,119943,.,.,1648138,129,100,32,229,261,.,.,.,.,22771865,.,11158566,3481634,711996,15352196,8032801,46156862,11274,10029,5515,10021,683,65,1479,.,.,.,.,237783,.,.,.,.,4171700,.,1817057,3358270,19095662,317933,4927879,33.5,8305077,10343985,44975556
2019,4100,KANSAS,State,West North Central,1932,1,83,-0.607328106,.,.,5632887,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25854,18799,844,13368,17694,110399,.,.,1072017,57,105,56,162,218,.,.,.,.,9567544,.,4317101,4901134,693009,9911244,1473712,20952500,23340,4683,6007,2420,731,94,2416,.,.,.,.,.,.,.,.,.,5693726,.,1365815,1179513,7752390,635641,3070499,.,2779206,3284016,85749
2019,4200,KENT STATE,State,East North Central,1974,1,114,-1.114426343,.,.,3128551,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3698,7357,338,6947,19079,106099,.,.,912798,58,6,26,64,90,.,.,.,.,5569095,.,4063578,331712,515442,4910732,763593,11243420,23522,6151,3427,2372,293,75,1330,.,.,.,.,596753,.,.,.,.,2499780,.,1133204,649586,4317530,601979,1673348,35,1391265,6244178,696443
2019,4300,KENTUCKY,State,East South Central,1952,1,73,-0.463138653,.,.,5024304,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15698,17809,827,15863,15439,47736,.,.,817941,81,82,43,163,206,.,.,.,.,11582700,.,6156348,2480341,535956,9172645,2090865,22846210,26158,3024,5674,1372,959,80,1437,.,.,.,.,166378,.,.,.,.,4480770,.,1776344,1170147,9616253,796300,2742233,30,2385997,1225187,29554
2019,4350,LAVAL,Canadian,Canada,1985,1.3237,92,-0.695098339,.,.,3533558,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13164,7276,471,11243,33033,201934,.,.,637894,67,124,.,191,191,.,.,.,.,9447667.15,.,4469154.64,4389149.35,.,8858304,681220.06,18987191.21,30298,15109,7591,4011,680,84,1321,.,.,.,.,.,.,.,.,.,2490279,.,532297,959425.1,8127454.86,360787.19,2157593.11,23.28,2719150,3587072,.
2019,4400,LOUISIANA STATE,State,West South Central,1938,1,109,-0.926047542,.,.,3153462,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11765,22525,963,33698,5159,29072,.,.,853693,67,56,19,123,142,.,.,.,.,7631514,.,3992897,1811118,275399,6079414,958244,14669172,27919,4129,5486,1199,586,53,1459,.,.,.,.,126576,.,.,.,.,6601475,.,1560700,373409,7106348,151757,2408352,44,1784515,1459079,43798
2019,4420,LOUISVILLE,State,East South Central,2002,1,94,-0.704208702,.,.,2216713,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11885,19949,453,10717,14595,116694,.,.,1876300,46,56,17,102,119,.,.,.,.,11317544,.,3681709,1903272,315103,5900084,1052925,18270553,16780,5691,4031,1837,549,41,919,.,.,.,.,104575,.,.,.,.,1065524,.,215864,1255890,9811697,249957,2026571,28.5,1394408,3037347,0
2019,4500,MCGILL,Canadian,Canada,1932,1.3237,47,-0.080634953,.,.,7526391,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10525,16314,950,26852,78138,164731,.,.,2478624,98,73,23,171,194,.,.,.,.,16822121.33,.,6536683.54,3250296.14,420806.07,10207785.75,2200800.03,29230707.11,34214,5822,10006,2063,1011,97,6565,.,.,.,.,.,.,.,.,.,5693123,.,2707183,3707245.6,12707406.51,407469.22,1704186.75,28,6557031,1013635,.
2019,4600,MCMASTER,Canadian,Canada,1976,1.3237,98,-0.769841999,.,.,2697712,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8798,7280,296,10224,21507,58033,.,.,2440017,59,61,14,120,134,.,.,.,.,9895000.38,.,3385891.06,2481626.5,210404.17,6077921.73,1477758.56,17450680.67,31301,1846,4088,769,242,47,1011,.,.,.,.,2334.37,.,.,.,.,2449626,.,939874,795164.31,8455205.11,644630.96,1692286.77,29,3333924,397326,.
2019,4650,MANITOBA,Canadian,Canada,1981,1.3237,76,-0.525764773,.,.,3401661,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6765,4830,607,13397,78606,72432,.,.,1798269,63,92,.,155,155,.,.,.,.,10675885.77,.,4512919.09,3763555.19,.,8276474.28,3331448.97,22283809.02,26348,3971,3166,595,166,54,1136,.,.,.,.,.,.,.,.,.,2952624,.,1524057,1746534.71,8848732.34,80618.72,1480326.36,22.15,2217403,1678947,6501
